11,66,135,27,94,132,104,48,80,71,38,50,6,128,154,46,128,129,151,29,104,13,136,154,55,140,136,31,10,111,56,34,54,9,140,54,37,21,74,82,31,135,24,41,20,115,137,78,132,9,108,96,116,155,155,34,82,26,140,78,79,97,108,149,3,44,31,132,36,103,34,38,62,74,154,103,14,56,10,18,22,108,48,115,71,149,38,50,6,154,156,104,13,31,10,111,55,56,42,110,37,74,29,32,115,48,34,155,32,12,108,44,154,103,14,10,14,84,87,50,71,41,106,154,82,7,38,38,13,47,8,64,42,79,24,135,154,111,34,149,150,13,108,12,23,51,59,26,50,27,6,37,128,31,13,155,130,129,84,112,18,66,142,154,48,17,66,12,51,155,38,114,48,40,114,20,64,17,132,137,59,137,62,93,42,125,112,128,54,42,8,13,64,155,26,6,50,31,129,46,10,37,29,24,13,50,31,74,10,14,108,11,6,34,96,150,41,34,22,16,15,62,104,156,37,66,27,103,80,135,135,103,125,59,37,14,150,79,96,140,3,142,59,7,130,103,50,114,32,149,59,110,114,34,84,119,108,25,116,142,37,115,38,78,3,34,16,110,23,104,104,149,112,36,96,74,13,14,22,74,79,9,33,96,112,156,46,105,46,38,150,6,112,25,135,10,16,68,9,29,123,33,150,112,7,10,68,108,33,41,112,155,151,62,41,112,155,151,62,78,155,11,46,111,97,112,94,6,132,71,31,135,40,119,123,84,20,44,132,37,9,29,12,18,119,97,7,46,33,18,46,112,29,136,150,112,10,68,108,33,104,82,151,135,52,33,114,16,31,46,10,128,93,156,155,9,94,20,25,7,105,96,87,155,44,37,6,20,27,128,111,11,40,68,140,31,34,132,155,104,23,96,36,52,82,114,51,93,51,103,32,9,94,87,94,25,116,16,29,87,135,20,111,77,11,48,140,31,104,154,40,142,135,150,51,96,77,105,48,136,50,55,22,44,31,52,17,93,48,50,12,8,16,136,77,34,20,17,96,116,42,40,56,150,48,51,94,155,40,142,93,97,128,12,55,8,21,116,64,84,87,149,105,11,128,12,105,105,52,136,46,46,20,56,125,129,29,6,26,71
10,40,116,12,96,55,84,14,64,47,27,111,64,111,61,115,3,100,14,87,51,50,52,115,48,20,12,104,41,132,9,17,6,132,79,149,56,129,112,155,78,87,129,23,62,54,140,155,80,125,142,115,52,140,74,52,22,114,27,149,132,9,129,56,27,125,14,125,68,66,96,140,38,135,106,8,155,87,119,12,94,24,14,71,47,103,27,111,64,61,87,51,50,104,41,132,114,9,26,156,56,112,155,78,54,111,29,74,151,130,129,125,106,8,155,119,25,105,151,114,77,18,130,149,61,31,3,71,93,27,64,103,112,15,80,20,66,97,151,74,149,33,29,137,151,105,125,74,37,130,10,18,111,104,93,74,156,17,62,77,84,27,111,17,82,137,128,68,154,66,12,105,9,56,110,36,52,93,154,41,27,61,78,38,13,52,132,111,38,26,108,93,103,74,74,10,96,104,61,23,41,56,155,129,68,132,14,135,119,25,24,3,47,154,38,135,136,105,84,140,51,125,21,27,136,25,51,137,47,114,51,64,55,37,36,79,114,94,38,154,21,42,14,29,114,54,78,100,150,130,31,129,18,59,100,111,74,62,34,103,142,55,62,15,136,71,125,93,26,135,74,79,42,104,50,151,87,97,42,93,18,96,87,80,77,50,61,59,16,94,25,74,37,7,115,82,61,79,23,149,135,52,25,37,140,82,79,123,52,17,96,84,140,16,17,96,84,140,16,129,77,149,16,44,44,37,8,36,128,56,42,115,33,3,15,80,110,21,29,44,23,149,33,42,84,93,31,42,52,38,16,37,149,38,25,37,82,79,123,52,41,29,34,151,7,32,108,155,84,64,135,106,136,11,17,150,21,38,56,12,97,94,77,15,47,132,97,40,25,80,56,47,55,56,38,140,21,54,11,34,77,154,137,7,106,108,50,136,79,36,48,150,21,93,6,56,50,8,114,77,78,40,56,29,47,114,38,140,21,71,3,140,80,10,150,112,38,7,9,84,26,17,6,62,71,96,105,25,151,51,21,149,87,36,42,61,64,9,68,34,61,130,40,151,14,18,24,29,37,111,41,125,111,6,48,108,129,52,156,64,100,56,142,10,111,6,123,16,29,149,42,16,103,18,156,61,155,10,103,56
142,14,100,132,142,105,103,46,103,111,93,110,54,82,142,23,32,31,26,32,23,108,13,66,111,112,100,123,94,151,14,36,115,103,137,14,116,87,44,38,137,56,123,8,80,119,34,55,24,151,40,106,105,105,29,9,61,9,40,16,108,128,150,79,62,24,68,59,142,21,130,156,14,3,142,29,26,137,50,116,103,21,46,32,111,33,93,110,54,142,116,23,108,123,94,151,21,14,56,44,116,44,115,140,119,84,64,29,84,7,150,24,142,29,26,50,3,21,15,55,20,3,13,25,36,130,26,137,116,61,22,46,27,44,137,24,14,74,3,129,31,9,34,114,26,119,21,46,26,20,27,97,82,123,116,29,7,8,74,22,36,110,3,93,34,149,34,96,125,87,123,17,106,123,119,52,151,25,100,21,108,24,10,20,77,20,38,82,106,56,74,116,46,29,46,27,111,123,12,42,94,116,115,123,84,54,68,3,50,3,21,22,112,108,56,38,61,7,103,50,106,46,12,87,52,42,136,151,137,14,38,51,61,106,7,3,18,140,52,13,128,77,149,119,119,130,116,55,119,142,100,87,17,54,119,132,40,48,79,31,66,62,103,119,123,110,56,8,93,44,59,59,106,149,137,48,80,23,135,71,129,11,105,125,155,78,104,26,48,54,16,52,24,135,97,97,36,66,105,87,130,137,16,24,106,97,66,110,137,129,61,8,61,41,129,61,8,61,41,149,130,150,48,71,77,24,20,21,33,80,61,97,93,51,37,37,132,61,100,26,105,87,37,123,27,71,151,18,137,23,48,24,87,111,16,24,97,66,110,137,119,32,40,44,51,22,15,26,94,156,24,116,31,26,64,105,52,12,68,84,26,8,27,128,80,64,25,18,18,74,151,21,125,104,115,114,24,115,51,105,40,12,18,51,32,15,150,31,20,9,155,105,52,10,23,68,100,50,66,27,55,18,151,37,21,38,115,114,61,14,14,17,55,12,44,34,128,68,106,26,32,129,80,150,3,32,8,64,64,80,128,155,149,8,61,80,31,10,48,64,62,93,54,110,24,41,71,106,61,18,37,51,82,37,111,74,87,105,154,54,149,79,13,142,82,37,74,13,8,18,18,48,123,103,9,12,115,27,151,80
150,29,129,137,115,112,155,103,66,104,22,123,46,64,119,77,18,37,46,82,156,20,87,52,10,29,125,87,3,84,20,51,16,51,44,50,64,74,123,96,114,106,18,66,16,136,21,22,14,12,64,105,155,106,52,14,130,22,116,44,41,74,47,104,8,137,44,41,150,9,142,142,31,87,103,154,154,156,20,9,20,10,103,38,104,64,22,123,46,119,103,156,20,87,3,84,104,20,34,33,64,123,23,42,136,44,104,52,103,33,47,137,103,154,154,20,56,123,12,56,47,34,128,22,25,41,112,68,71,9,108,17,123,94,32,129,150,20,77,54,151,125,21,40,10,100,14,115,52,62,94,68,64,87,71,52,136,111,12,6,48,59,36,54,59,96,47,154,15,17,135,44,150,14,93,41,55,128,12,130,136,47,12,87,24,64,80,64,13,34,123,71,17,52,115,94,23,87,59,155,3,64,23,18,38,55,44,87,20,56,10,108,123,156,108,140,56,97,79,10,59,100,13,77,20,129,37,123,105,21,9,46,77,25,136,130,128,66,21,74,74,54,142,155,38,59,77,10,47,52,15,71,44,155,112,47,123,54,61,62,50,156,77,74,21,33,33,20,66,42,15,87,64,8,33,36,29,62,82,137,132,44,104,48,14,47,137,93,42,140,10,9,61,9,36,31,37,140,50,47,26,26,10,61,18,31,140,87,26,20,111,3,94,42,20,111,3,94,42,154,32,55,42,68,3,61,6,84,10,27,15,36,26,132,20,71,38,27,6,41,50,47,87,149,46,112,97,149,26,54,42,61,47,16,10,61,31,140,87,26,40,93,33,106,97,46,154,3,20,84,27,15,25,71,62,27,106,14,29,8,50,3,55,104,38,140,151,8,23,13,119,125,128,11,116,8,59,12,136,66,37,125,55,97,6,154,47,25,32,116,17,27,106,29,105,29,20,128,119,55,29,8,119,27,125,64,116,8,9,116,140,56,140,79,29,93,55,51,150,17,23,154,155,100,104,130,25,130,15,115,125,22,24,82,64,129,111,128,94,18,8,114,96,100,64,96,46,114,156,64,24,74,64,42,10,123,74,155,112,40,41,104,97,150,64,42,150,94,42,61,149,42,52,25,33,59,23,94,18,27
8,110,40,115,23,10,12,37,42,94,112,78,25,151,116,150,151,137,37,71,8,103,132,44,56,38,22,56,87,42,18,79,79,149,26,105,114,47,115,42,27,119,38,59,128,128,87,149,96,66,115,149,115,100,104,100,115,18,84,104,59,15,105,22,34,11,82,20,18,78,151,42,16,66,150,137,110,116,151,136,104,64,37,48,94,123,112,78,25,116,8,8,103,56,87,42,9,18,17,18,114,115,96,119,128,25,3,104,149,154,105,11,150,137,110,151,40,54,17,27,94,132,114,96,112,84,111,125,38,77,111,18,79,55,82,46,77,61,150,38,119,14,7,23,112,156,151,104,112,84,7,74,151,56,38,104,20,119,38,154,6,48,44,135,11,6,7,9,13,149,33,94,24,7,84,97,79,16,94,37,82,13,25,27,34,105,10,151,64,17,137,38,18,104,104,7,41,56,103,34,87,114,96,38,25,71,82,66,151,40,64,78,61,3,31,55,12,52,64,74,37,114,129,104,59,104,34,40,8,25,119,108,22,129,142,136,32,119,140,9,94,50,46,78,78,71,111,56,140,9,23,56,7,82,51,154,79,11,114,37,33,71,32,155,150,93,11,21,7,112,155,140,16,6,104,94,44,105,111,79,93,6,10,78,13,97,29,123,130,96,111,142,34,116,108,79,7,51,130,114,10,78,111,34,23,79,51,11,78,6,32,54,32,100,6,32,54,32,100,59,18,108,130,151,22,34,16,37,6,142,111,108,52,68,54,150,14,26,115,105,130,114,104,128,77,123,80,79,78,7,130,34,114,110,111,34,79,51,11,78,36,26,51,80,132,136,93,103,74,37,123,112,100,79,38,100,50,137,20,18,34,15,20,18,24,97,59,32,155,17,33,68,29,96,16,7,142,15,77,114,125,54,71,132,31,93,105,100,13,34,103,100,50,36,9,20,52,151,106,20,13,32,33,50,68,9,16,7,37,105,12,116,25,78,87,71,130,12,24,13,140,12,51,25,21,20,156,110,94,94,66,140,33,77,149,123,149,140,12,44,77,64,31,54,54,119,59,115,32,15,154,40,151,149,56,137,47,115,71,16,61,22,22,8,151,149,115,108,74,132,79,130,93,42,103,103,96,7,154,142
79,130,62,32,119,37,17,97,13,129,78,140,149,114,128,55,46,13,62,136,42,21,151,123,20,130,38,36,64,3,8,140,14,87,27,100,21,13,119,151,130,129,106,54,129,151,59,6,87,21,37,71,9,29,3,132,87,140,96,3,52,16,14,62,128,106,50,29,94,116,154,111,156,42,14,96,149,140,59,51,26,132,97,56,129,156,78,140,149,128,44,42,21,36,64,3,149,8,47,8,21,119,119,8,151,140,36,3,46,42,14,106,14,96,149,59,155,46,94,21,119,128,42,66,155,104,27,59,41,51,93,116,140,130,15,7,33,62,7,128,132,129,80,15,61,13,27,77,31,18,78,38,114,36,41,3,140,20,104,61,96,44,33,94,54,119,123,15,38,24,155,129,77,9,56,44,25,13,135,110,6,125,150,50,41,108,44,114,55,47,36,41,116,3,77,78,80,36,38,11,64,21,119,106,15,80,50,42,59,155,132,51,44,140,74,116,3,32,34,40,97,97,59,93,96,96,87,9,136,52,11,97,6,128,13,34,94,115,8,37,8,40,128,41,7,29,132,9,24,156,137,155,125,37,104,140,55,12,111,108,11,84,34,54,18,135,142,24,82,74,16,17,111,68,6,104,125,140,105,18,13,155,34,129,106,33,7,50,3,59,47,129,46,54,9,110,111,26,77,132,51,29,47,46,25,110,26,156,29,68,108,78,17,54,68,108,78,17,54,110,108,17,3,103,16,46,18,68,32,119,68,9,129,50,114,78,26,135,23,135,77,132,132,64,115,59,46,82,29,46,3,46,132,42,47,46,110,26,156,29,106,129,52,68,10,8,56,47,130,6,77,34,123,46,149,116,23,66,13,151,96,106,112,96,78,36,140,142,17,38,52,123,46,10,150,130,37,18,84,13,62,27,78,10,62,56,108,123,59,119,96,116,23,84,21,13,16,112,74,112,156,142,52,68,123,17,150,130,16,6,37,93,21,47,33,132,62,3,77,16,136,125,24,42,77,105,104,37,24,136,112,103,23,61,71,26,142,100,149,62,34,62,7,9,25,111,128,125,105,104,38,22,114,136,20,36,13,9,13,136,104,62,132,79,114,136,23,68,44,114,82,3,156,79,25,38,119,78,106,119
115,105,103,93,97,140,27,78,15,23,12,129,10,140,42,52,68,61,59,156,87,14,137,9,68,24,140,74,136,6,111,112,130,115,87,156,55,37,38,71,112,123,37,155,94,47,25,23,136,79,154,136,15,24,25,74,48,137,94,13,78,82,56,140,48,13,25,40,93,108,115,137,71,149,129,13,50,142,135,56,6,87,78,137,23,21,12,129,10,42,48,87,14,74,136,6,41,111,27,62,55,38,140,110,47,130,130,25,21,55,56,13,129,13,50,135,47,97,8,151,25,33,40,23,12,36,54,52,105,15,128,3,93,31,62,50,156,66,47,110,34,10,71,130,66,150,114,9,12,8,154,42,140,74,105,25,37,12,56,82,27,97,46,112,111,64,44,23,112,68,96,64,66,13,41,37,136,108,37,79,7,106,84,33,100,22,94,140,8,27,68,105,3,25,9,154,84,74,84,54,136,55,140,37,119,23,25,149,135,47,87,119,32,87,14,137,15,16,154,27,78,116,14,51,150,149,94,54,33,38,44,55,46,151,74,82,14,103,47,20,7,140,105,13,140,51,129,48,54,17,33,68,25,78,33,51,97,7,52,87,64,135,142,46,50,78,150,59,50,15,40,61,62,10,47,66,52,151,11,103,21,8,68,119,130,61,154,15,116,123,142,84,82,108,20,80,129,25,40,9,38,38,142,82,156,80,25,40,38,64,119,116,137,105,64,119,116,137,105,47,3,103,116,80,78,82,42,103,94,24,10,20,44,62,115,140,32,150,54,119,40,9,80,154,21,142,66,155,38,36,116,82,9,71,142,82,80,25,40,38,56,59,119,52,66,40,32,116,10,55,79,50,149,56,94,34,111,59,22,82,108,84,100,55,142,40,135,105,136,87,82,100,34,136,64,64,93,61,135,137,31,142,44,66,21,32,135,149,48,27,34,34,111,97,33,22,155,54,140,100,21,105,82,14,100,93,64,64,96,37,151,78,36,93,38,10,116,23,66,33,129,142,46,10,16,61,123,14,56,36,84,18,80,34,79,8,21,129,47,154,105,22,142,13,104,47,18,52,96,26,104,54,140,77,68,68,37,15,116,114,21,140,34,115,140,77,14,74,31,123,155,116,9,62,142,84,140,154,112,24
41,149,142,36,54,97,18,71,110,130,149,96,97,36,52,79,130,108,104,142,12,93,51,31,123,59,10,3,61,16,100,42,25,44,64,123,97,29,6,21,8,15,151,130,149,40,44,21,20,150,97,33,55,26,150,150,41,110,17,151,29,77,3,135,32,18,105,116,11,142,94,115,23,82,25,15,116,51,97,8,140,80,71,40,130,100,149,96,97,52,94,12,93,3,61,16,8,100,37,26,97,6,59,94,40,100,22,150,61,9,3,18,25,15,116,97,61,12,74,64,44,77,77,20,154,47,31,46,78,42,116,156,97,119,149,132,80,8,136,112,68,26,14,135,56,155,155,51,48,32,8,62,36,3,78,150,50,56,79,64,26,142,47,13,14,48,52,14,132,32,47,20,15,114,46,155,34,156,3,44,80,21,132,94,16,94,93,36,97,37,21,78,156,150,51,8,56,3,87,132,61,97,59,151,77,38,105,82,97,61,80,56,125,22,71,80,79,50,9,59,155,103,114,137,9,136,55,8,115,51,32,31,104,68,108,74,41,14,119,52,137,151,56,48,156,93,156,29,66,38,130,130,40,94,154,156,156,97,46,96,87,54,14,44,6,20,108,114,125,33,55,114,11,22,80,154,137,155,13,136,29,59,54,47,128,11,15,103,96,114,151,14,26,110,132,93,23,29,38,82,40,151,151,26,71,93,29,50,151,21,14,46,47,7,21,14,46,47,7,48,103,51,96,33,32,26,25,47,119,137,128,132,50,52,137,10,87,22,10,62,38,82,61,50,136,10,84,29,151,47,96,26,82,9,151,26,93,29,50,151,8,128,13,77,23,20,100,71,17,38,115,14,114,34,20,51,80,84,32,140,25,44,34,21,155,44,108,27,137,20,13,16,100,94,55,40,26,17,100,10,27,105,13,23,108,100,38,114,151,128,68,51,80,56,55,32,151,129,154,34,22,27,13,151,16,14,55,40,38,18,132,135,17,15,24,51,20,44,15,82,128,47,27,17,34,110,154,6,11,3,71,136,125,38,142,110,114,31,21,55,33,97,108,10,32,132,16,6,74,44,6,14,36,82,123,21,29,55,8,26,32,135,59,41,36,82,114,80,16,78,29,96,7,123,111,87,59,8,24,137
17,84,52,44,103,79,123,136,104,151,137,23,50,9,50,155,14,64,7,115,96,80,115,151,151,71,96,25,77,44,135,55,48,154,74,154,6,33,25,24,52,149,32,136,66,110,13,42,47,6,26,17,7,17,149,149,31,116,47,156,128,29,26,44,56,110,119,114,78,80,111,119,13,84,110,24,84,27,132,74,136,82,136,25,151,15,137,23,50,50,96,96,80,25,77,44,71,135,52,32,6,25,137,130,110,20,11,149,79,93,26,110,110,24,84,132,18,29,136,46,52,24,135,47,29,48,44,32,142,68,51,16,55,61,31,54,6,112,9,108,100,42,41,77,6,103,31,108,13,14,140,7,9,25,142,149,15,46,50,3,22,77,55,104,135,55,31,130,82,129,42,26,23,96,25,13,27,71,128,156,32,151,24,135,123,87,77,9,16,52,80,142,16,149,108,140,123,25,46,68,77,6,137,32,20,13,119,84,132,18,82,96,38,119,9,50,10,33,130,41,149,82,132,40,79,123,36,41,132,104,31,78,79,135,104,105,125,132,22,11,13,149,33,25,136,82,115,59,110,12,46,46,3,55,87,130,112,74,135,135,116,129,140,80,23,140,47,10,16,12,84,132,136,18,66,150,32,94,12,80,44,42,80,66,46,155,74,96,77,51,112,93,42,114,103,62,25,48,51,140,137,93,112,42,94,62,48,48,93,116,13,150,142,110,116,13,150,142,110,130,136,36,77,56,61,42,115,12,31,8,129,103,37,110,47,111,103,137,24,71,51,140,20,130,79,26,48,71,93,66,77,42,140,129,112,42,62,48,48,93,155,40,140,13,40,82,16,36,6,36,32,26,46,8,47,94,59,27,112,68,42,16,38,56,34,116,112,51,22,8,3,114,44,112,155,108,18,33,14,100,108,3,108,40,9,16,55,46,8,155,140,94,59,108,78,112,54,10,16,38,62,51,3,97,114,130,155,108,13,103,62,96,22,123,3,155,100,18,23,34,38,80,44,56,110,116,84,68,61,64,37,132,97,119,62,37,140,106,108,17,74,82,79,74,132,149,15,41,140,125,31,96,9,135,151,80,33,7,129,41,140,44,55,17,9,135,71,123,7,59,71,77,135,80,16,46,137,140,110,8
21,140,47,6,48,16,135,10,59,150,154,151,3,55,44,7,114,151,16,151,44,56,125,129,115,46,51,32,13,64,115,8,40,25,15,104,96,55,52,130,18,42,56,119,41,33,93,112,51,54,104,48,18,7,31,112,25,136,22,17,110,115,38,154,50,54,9,10,38,18,78,59,17,114,13,47,42,26,42,21,36,68,10,23,150,110,154,151,3,44,15,44,56,32,13,64,84,115,103,119,96,52,31,17,33,96,13,31,7,34,38,54,13,47,42,42,135,94,68,80,132,40,149,106,108,55,100,21,129,123,27,7,25,38,136,42,9,44,13,61,44,151,154,78,68,80,6,59,54,64,62,26,55,32,129,31,71,149,77,17,21,116,20,24,61,116,79,105,79,135,71,142,12,50,142,130,100,10,130,13,119,10,129,100,82,36,8,55,29,103,9,129,7,31,59,62,24,32,123,47,13,96,31,56,128,29,9,114,42,135,68,156,68,41,155,40,29,56,129,31,36,41,105,17,27,33,62,55,97,137,105,47,123,29,38,24,97,20,105,84,140,56,115,132,155,7,46,66,115,47,114,112,140,47,37,103,41,68,105,140,6,123,105,123,149,38,59,77,61,132,9,41,125,20,108,84,130,64,26,115,40,38,41,40,44,66,13,46,108,37,33,37,14,78,11,135,84,136,62,100,14,129,33,14,31,135,136,142,129,128,55,59,13,74,128,55,59,13,74,50,74,9,108,38,80,14,52,135,12,64,114,11,154,13,40,79,25,50,112,46,62,100,100,62,156,151,123,41,129,56,108,14,100,31,33,14,135,136,142,129,15,27,21,61,25,80,20,154,55,54,140,142,3,93,41,123,44,97,74,125,59,149,29,77,61,50,84,84,46,105,9,97,129,106,136,55,14,48,42,94,151,78,54,25,3,20,77,3,155,61,79,123,44,14,149,74,66,24,13,29,16,84,9,15,97,11,136,55,62,111,66,3,114,24,123,156,47,123,12,74,135,119,112,93,55,80,55,31,66,150,61,96,44,150,29,119,29,22,80,16,9,100,27,87,130,82,125,68,125,116,10,105,55,119,115,9,55,18,20,12,142,154,137,21,55,119,36,79,68,87,41,108,56,31,59,123,31,62,11,64
